NĂM,NGÀY,THÁNG,TUẦN,CỬA HÀNG,KÊNH BÁN HÀNG,SỐ LƯỢNG ĐƠN HÀNG,CHIẾT KHẤU,GIẢM GIÁ,DOANH THU,THỰC NHẬN,TRUNG BÌNH ĐƠN HÀNG,CHI PHÍ QUẢNG CÁO,THUẾ
2024,11/08/2024,8,1,PHUCTEA130 - THỦ ĐỨC,GrabFood,3,95.718,153.000,536.000,287.066,178.667,,
2024,11/08/2024,8,1,PHUCTEA028 - HỒNG NGỰ,Hoả Tốc 247,1,6.300,,126.000,119.700,126.000,,
2024,11/08/2024,8,1,PHUCTEA103 - NGÃ BẢY,Hoả Tốc 247,4,9.800,,196.000,186.200,49.000,,
2024,11/08/2024,8,1,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,2,17.000,5.000,73.000,51.000,36.500,,
2024,11/08/2024,8,1,PHUCTEA003 - TÔN ĐỨC THẮNG CAO LÃNH,VILL,2,10.700,0,107.000,96.300,53.500,,
2024,11/08/2024,8,1,PHUCTEA100 - TÂN AN,VILL,2,14.100,0,141.000,126.900,70.500,,
2024,11/08/2024,8,1,PHUCTEA007 - TÔN ĐỨC THẮNG LONG THÀNH,VILL,1,4.400,6.000,50.000,39.600,50.000,,
2024,12/08/2024,8,2,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,GrabFood,1,10.099,7.500,58.000,40.401,58.000,,
2024,12/08/2024,8,2,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,3,25.750,73.998,177.000,77.252,59.000,,
2024,12/08/2024,8,2,PHUCTEA130 - THỦ ĐỨC,BeFood,1,8.250,12.000,45.000,24.750,45.000,,
2024,12/08/2024,8,2,PHUCTEA004 - THÍCH QUẢNG ĐỨC LONG KHÁNH,Goka,5,26.224,,298.000,271.776,59.600,,
2024,12/08/2024,8,2,PHUCTEA140 - NGUYỄN VĂN KHỐI GÒ VẤP,GrabFood,1,33.739,,135.000,101.261,135.000,,
2024,12/08/2024,8,2,PHUCTEA107 - MỸ PHƯỚC 2 BẾN CÁT,GrabFood,2,25.098,8.040,133.000,99.862,66.500,,
2024,12/08/2024,8,2,PHUCTEA143 - THỚI HÒA BẾN CÁT,GrabFood,4,73.692,62.500,431.000,294.808,107.750,,
2024,12/08/2024,8,2,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,3,55.595,,278.000,222.405,92.667,,
2024,12/08/2024,8,2,PHUCTEA059 - MỸ PHƯỚC BẾN CÁT,GrabFood,1,6.399,108,32.000,25.493,32.000,,
2024,12/08/2024,8,2,PHUCTEA028 - HỒNG NGỰ,Hoả Tốc 247,1,2.600,,52.000,49.400,52.000,,
2024,12/08/2024,8,2,PHUCTEA004 - THÍCH QUẢNG ĐỨC LONG KHÁNH,Iloka,4,13.700,,137.000,123.300,34.250,,
2024,12/08/2024,8,2,PHUCTEA146 - NGUYỄN TRÃI NHA TRANG,ShopeeFood,1,16.500,0,66.000,49.500,66.000,,
2024,12/08/2024,8,2,PHUCTEA003 - TÔN ĐỨC THẮNG CAO LÃNH,VILL,3,20.200,18.000,220.000,181.800,73.333,,
2024,12/08/2024,8,2,PHUCTEA100 - TÂN AN,VILL,1,5.400,0,54.000,48.600,54.000,,
2024,13/08/2024,8,2,PHUCTEACENTER001 - CẦN THƠ,GrabFood,1,7.099,7.500,43.000,28.401,43.000,,
2024,13/08/2024,8,2,PHUCTEACENTER001 - CẦN THƠ,ShopeeFood,1,17.500,15.000,85.000,52.500,85.000,,
2024,13/08/2024,8,2,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,3,73.876,45.500,341.000,221.626,113.667,,
2024,13/08/2024,8,2,PHUCTEA004 - THÍCH QUẢNG ĐỨC LONG KHÁNH,Goka,6,37.664,,428.000,370.512,71.333,,
2024,13/08/2024,8,2,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,2,51.395,,257.000,205.605,128.500,,
2024,13/08/2024,8,2,PHUCTEA146 - NGUYỄN TRÃI NHA TRANG,GrabFood,1,37.596,,188.000,150.404,188.000,,
2024,13/08/2024,8,2,PHUCTEA143 - THỚI HÒA BẾN CÁT,GrabFood,1,9.099,7.500,53.000,36.185,53.000,,
2024,13/08/2024,8,2,PHUCTEA107 - MỸ PHƯỚC 2 BẾN CÁT,GrabFood,3,21.797,,109.000,87.095,36.333,,
2024,13/08/2024,8,2,PHUCTEA130 - THỦ ĐỨC,GrabFood,3,84.599,119.500,458.000,253.577,152.667,,
2024,13/08/2024,8,2,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,3,40.500,28.000,190.000,121.500,63.333,,
2024,13/08/2024,8,2,PHUCTEA146 - NGUYỄN TRÃI NHA TRANG,ShopeeFood,1,60.000,0,240.000,180.000,240.000,,
2024,13/08/2024,8,2,PHUCTEA003 - TÔN ĐỨC THẮNG CAO LÃNH,VILL,3,16.800,16.000,184.000,151.200,61.333,,
2024,13/08/2024,8,2,PHUCTEA100 - TÂN AN,VILL,6,61.800,0,618.000,556.200,103.000,,
2024,14/08/2024,8,2,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,GrabFood,1,10.099,7.716,58.000,40.185,58.000,,
2024,14/08/2024,8,2,PHUCTEACENTER001 - CẦN THƠ,GrabFood,3,14.498,7.608,80.000,57.894,26.667,,
2024,14/08/2024,8,2,PHUCTEACENTER001 - CẦN THƠ,ShopeeFood,2,30.625,17.500,140.000,91.875,70.000,,
2024,14/08/2024,8,2,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,3,42.938,42.250,214.000,128.813,71.333,,
2024,14/08/2024,8,2,PHUCTEA143 - THỚI HÒA BẾN CÁT,GrabFood,3,38.096,27.608,218.000,152.296,72.667,,
2024,14/08/2024,8,2,PHUCTEA140 - NGUYỄN VĂN KHỐI GÒ VẤP,GrabFood,1,17.744,,71.000,53.256,71.000,,
2024,14/08/2024,8,2,PHUCTEA114 - MỸ PHƯỚC 3 BẾN CÁT,GrabFood,14,240.776,125.000,1.329.000,963.224,94.929,,
2024,14/08/2024,8,2,PHUCTEA144 - VĨNH HỘI QUẬN 4,GrabFood,1,10.247,9.000,50.000,30.753,50.000,,
2024,14/08/2024,8,2,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,GrabFood,3,59.594,55.000,353.000,238.406,117.667,,
2024,14/08/2024,8,2,PHUCTEA059 - MỸ PHƯỚC BẾN CÁT,GrabFood,2,23.498,7.500,125.000,94.002,62.500,,
2024,14/08/2024,8,2,PHUCTEA146 - NGUYỄN TRÃI NHA TRANG,GrabFood,2,11.799,,59.000,47.201,29.500,,
2024,14/08/2024,8,2,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,1,29.597,,148.000,118.403,148.000,,
2024,14/08/2024,8,2,PHUCTEA107 - MỸ PHƯỚC 2 BẾN CÁT,GrabFood,6,105.189,50.000,576.000,420.811,96.000,,
2024,14/08/2024,8,2,PHUCTEA130 - THỦ ĐỨC,GrabFood,3,78.975,83.324,399.000,236.701,133.000,,
2024,14/08/2024,8,2,PHUCTEA103 - NGÃ BẢY,Hoả Tốc 247,2,5.150,,103.000,97.850,51.500,,
2024,14/08/2024,8,2,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,4,62.438,32.250,282.000,187.313,70.500,,
2024,14/08/2024,8,2,PHUCTEA144 - VĨNH HỘI QUẬN 4,ShopeeFood,1,14.500,11.000,61.000,35.500,61.000,,
2024,14/08/2024,8,2,PHUCTEA130 - THỦ ĐỨC,ShopeeFood,1,15.250,11.000,72.000,45.750,72.000,,
2024,14/08/2024,8,2,PHUCTEA003 - TÔN ĐỨC THẮNG CAO LÃNH,VILL,2,13.700,18.000,155.000,123.300,77.500,,
2024,14/08/2024,8,2,PHUCTEA100 - TÂN AN,VILL,3,36.400,0,364.000,327.600,121.333,,
2024,14/08/2024,8,2,PHUCTEA007 - TÔN ĐỨC THẮNG LONG THÀNH,VILL,1,2.500,0,25.000,22.500,25.000,,
2024,15/08/2024,8,2,PHUCTEACENTER001 - CẦN THƠ,GrabFood,1,10.499,7.608,60.000,41.893,60.000,,
2024,15/08/2024,8,2,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,GrabFood,3,92.790,35.108,499.000,371.102,166.333,,
2024,15/08/2024,8,2,PHUCTEACENTER001 - CẦN THƠ,ShopeeFood,6,63.250,201.000,454.000,189.750,75.667,,
2024,15/08/2024,8,2,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,8,75.750,228.000,531.000,227.250,66.375,,
2024,15/08/2024,8,2,PHUCTEA004 - THÍCH QUẢNG ĐỨC LONG KHÁNH,Goka,2,14.080,6.000,160.000,139.920,80.000,,
2024,15/08/2024,8,2,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,6,94.791,,474.000,379.209,79.000,,
2024,15/08/2024,8,2,PHUCTEA144 - VĨNH HỘI QUẬN 4,GrabFood,1,20.243,15.108,96.000,60.649,96.000,,
2024,15/08/2024,8,2,PHUCTEA114 - MỸ PHƯỚC 3 BẾN CÁT,GrabFood,6,158.883,73.472,867.000,634.645,144.500,,
2024,15/08/2024,8,2,PHUCTEA107 - MỸ PHƯỚC 2 BẾN CÁT,GrabFood,2,23.398,15.108,132.000,93.494,66.000,,
2024,15/08/2024,8,2,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,GrabFood,,,324,,,,,
2024,15/08/2024,8,2,PHUCTEA146 - NGUYỄN TRÃI NHA TRANG,GrabFood,1,6.399,,32.000,25.601,32.000,,
2024,15/08/2024,8,2,PHUCTEA107 - MỸ PHƯỚC 2 BẾN CÁT,GrabFood,10,207.279,157.824,1.194.000,828.897,119.400,,
2024,15/08/2024,8,2,PHUCTEA143 - THỚI HÒA BẾN CÁT,GrabFood,1,6.599,324,33.000,26.077,33.000,,
2024,15/08/2024,8,2,PHUCTEA130 - THỦ ĐỨC,GrabFood,4,117.588,163.824,634.000,352.588,158.500,,
2024,15/08/2024,8,2,PHUCTEA028 - HỒNG NGỰ,Hoả Tốc 247,3,5.550,,111.000,105.450,37.000,,
2024,15/08/2024,8,2,PHUCTEA103 - NGÃ BẢY,Hoả Tốc 247,1,3.600,,72.000,68.400,72.000,,
2024,15/08/2024,8,2,PHUCTEA004 - THÍCH QUẢNG ĐỨC LONG KHÁNH,Iloka,2,9.400,12.000,106.000,84.600,53.000,,
2024,15/08/2024,8,2,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,5,74.250,172.000,469.000,222.750,93.800,,
2024,15/08/2024,8,2,PHUCTEA146 - NGUYỄN TRÃI NHA TRANG,ShopeeFood,1,22.500,0,90.000,67.500,90.000,,
2024,15/08/2024,8,2,PHUCTEA003 - TÔN ĐỨC THẮNG CAO LÃNH,VILL,3,17.500,18.000,193.000,157.500,64.333,,
2024,15/08/2024,8,2,PHUCTEA100 - TÂN AN,VILL,2,24.000,0,240.000,216.000,120.000,,
2024,16/08/2024,8,2,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,GrabFood,1,32.496,22.716,185.000,129.788,185.000,,
2024,16/08/2024,8,2,PHUCTEACENTER001 - CẦN THƠ,GrabFood,8,136.484,134.608,817.000,545.908,102.125,,
2024,16/08/2024,8,2,PHUCTEACENTER001 - CẦN THƠ,ShopeeFood,3,36.000,11.000,155.000,108.000,51.667,,
2024,16/08/2024,8,2,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,4,46.438,102.250,288.000,139.313,72.000,,
2024,16/08/2024,8,2,PHUCTEA004 - THÍCH QUẢNG ĐỨC LONG KHÁNH,Goka,2,6.864,6.000,78.000,65.136,39.000,,
2024,16/08/2024,8,2,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,2,47.396,,237.000,189.604,118.500,,
2024,16/08/2024,8,2,PHUCTEA059 - MỸ PHƯỚC BẾN CÁT,GrabFood,1,12.899,7.716,72.000,51.385,72.000,,
2024,16/08/2024,8,2,PHUCTEA144 - VĨNH HỘI QUẬN 4,GrabFood,,,108,,,,,
2024,16/08/2024,8,2,PHUCTEA107 - MỸ PHƯỚC 2 BẾN CÁT,GrabFood,4,55.894,33.364,312.000,222.742,78.000,,
2024,16/08/2024,8,2,PHUCTEA114 - MỸ PHƯỚC 3 BẾN CÁT,GrabFood,5,107.589,30.432,568.000,429.979,113.600,,
2024,16/08/2024,8,2,PHUCTEA146 - NGUYỄN TRÃI NHA TRANG,GrabFood,1,16.798,,84.000,67.202,84.000,,
2024,16/08/2024,8,2,PHUCTEA143 - THỚI HÒA BẾN CÁT,GrabFood,4,64.094,42.500,363.000,256.406,90.750,,
2024,16/08/2024,8,2,PHUCTEA130 - THỦ ĐỨC,GrabFood,1,15.745,12.432,75.000,46.823,75.000,,
2024,16/08/2024,8,2,PHUCTEA028 - HỒNG NGỰ,Hoả Tốc 247,1,2.100,,42.000,39.900,42.000,,
2024,16/08/2024,8,2,PHUCTEA103 - NGÃ BẢY,Hoả Tốc 247,1,3.350,,67.000,63.650,67.000,,
2024,16/08/2024,8,2,PHUCTEA004 - THÍCH QUẢNG ĐỨC LONG KHÁNH,Iloka,1,6.300,6.000,69.000,56.700,69.000,,
2024,16/08/2024,8,2,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,3,67.438,81.250,351.000,202.313,117.000,,
2024,16/08/2024,8,2,PHUCTEA003 - TÔN ĐỨC THẮNG CAO LÃNH,VILL,5,21.800,18.000,236.000,196.200,47.200,,
2024,16/08/2024,8,2,PHUCTEA100 - TÂN AN,VILL,3,18.400,0,184.000,165.600,61.333,,
2024,16/08/2024,8,2,PHUCTEA007 - TÔN ĐỨC THẮNG LONG THÀNH,VILL,2,11.300,12.000,125.000,101.700,62.500,,
2024,17/08/2024,8,2,PHUCTEACENTER001 - CẦN THƠ,GrabFood,1,10.099,8.256,58.000,39.645,58.000,,
2024,17/08/2024,8,2,PHUCTEACENTER001 - CẦN THƠ,ShopeeFood,3,74.875,85.500,385.000,224.625,128.333,,
2024,17/08/2024,8,2,PHUCTEA130 - THỦ ĐỨC,BeFood,1,15.250,12.000,73.000,45.750,73.000,,
2024,17/08/2024,8,2,PHUCTEA140 - NGUYỄN VĂN KHỐI GÒ VẤP,Gojek,1,18.480,,88.000,69.520,88.000,,
2024,17/08/2024,8,2,PHUCTEA004 - THÍCH QUẢNG ĐỨC LONG KHÁNH,Goka,1,2.200,6.000,25.000,22.800,25.000,,
2024,17/08/2024,8,2,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,1,51.595,,258.000,206.405,258.000,,
2024,17/08/2024,8,2,PHUCTEA107 - MỸ PHƯỚC 2 BẾN CÁT,GrabFood,10,169.079,107.824,953.000,676.097,95.300,,
2024,17/08/2024,8,2,PHUCTEA114 - MỸ PHƯỚC 3 BẾN CÁT,GrabFood,5,158.683,37.716,831.000,634.601,166.200,,
2024,17/08/2024,8,2,PHUCTEA059 - MỸ PHƯỚC BẾN CÁT,GrabFood,7,104.989,75.108,600.000,419.903,85.714,,
2024,17/08/2024,8,2,PHUCTEA146 - NGUYỄN TRÃI NHA TRANG,GrabFood,2,31.397,,157.000,125.603,78.500,,
2024,17/08/2024,8,2,PHUCTEA143 - THỚI HÒA BẾN CÁT,GrabFood,1,60.394,35.216,337.000,241.390,337.000,,
2024,17/08/2024,8,2,PHUCTEA130 - THỦ ĐỨC,GrabFood,2,86.222,51.108,396.000,258.670,198.000,,
2024,17/08/2024,8,2,PHUCTEA004 - THÍCH QUẢNG ĐỨC LONG KHÁNH,Iloka,2,12.100,6.000,127.000,108.900,63.500,,
2024,17/08/2024,8,2,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,2,32.250,11.000,140.000,96.750,70.000,,
2024,17/08/2024,8,2,PHUCTEA003 - TÔN ĐỨC THẮNG CAO LÃNH,VILL,3,13.800,18.000,156.000,124.200,52.000,,
2024,17/08/2024,8,2,PHUCTEA100 - TÂN AN,VILL,5,25.200,0,252.000,226.800,50.400,,
2024,18/08/2024,8,2,PHUCTEACENTER001 - CẦN THƠ,GrabFood,2,37.396,35.216,222.000,149.388,111.000,,
2024,18/08/2024,8,2,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,GrabFood,2,97.291,42.608,529.000,486.500,264.500,,
2024,18/08/2024,8,2,PHUCTEACENTER001 - CẦN THƠ,ShopeeFood,5,96.250,99.000,484.000,288.750,96.800,,
2024,18/08/2024,8,2,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,2,25.250,16.000,117.000,75.750,58.500,,
2024,18/08/2024,8,2,PHUCTEA004 - THÍCH QUẢNG ĐỨC LONG KHÁNH,Goka,3,16.808,6.000,191.000,168.192,63.667,,
2024,18/08/2024,8,2,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,GrabFood,1,14.898,12.500,87.000,59.602,87.000,,
2024,18/08/2024,8,2,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,2,22.998,,115.000,115.000,57.500,,
2024,18/08/2024,8,2,PHUCTEA059 - MỸ PHƯỚC BẾN CÁT,GrabFood,2,31.497,13.148,170.000,157.500,85.000,,
2024,18/08/2024,8,2,PHUCTEA107 - MỸ PHƯỚC 2 BẾN CÁT,GrabFood,8,110.487,73.256,625.000,441.257,78.125,,
2024,18/08/2024,8,2,PHUCTEA114 - MỸ PHƯỚC 3 BẾN CÁT,GrabFood,9,222.277,67.824,1.179.000,1.111.500,131.000,,
2024,18/08/2024,8,2,PHUCTEA143 - THỚI HÒA BẾN CÁT,GrabFood,4,36.495,27.608,210.000,182.500,52.500,,
2024,18/08/2024,8,2,PHUCTEA140 - NGUYỄN VĂN KHỐI GÒ VẤP,GrabFood,1,16.495,,66.000,66.000,66.000,,
2024,18/08/2024,8,2,PHUCTEA130 - THỦ ĐỨC,GrabFood,2,,,426.000,375.000,213.000,,
2024,18/08/2024,8,2,PHUCTEA028 - HỒNG NGỰ,Hoả Tốc 247,1,4.050,,81.000,76.950,81.000,,
2024,18/08/2024,8,2,PHUCTEA103 - NGÃ BẢY,Hoả Tốc 247,3,13.400,,268.000,254.600,89.333,,
2024,18/08/2024,8,2,PHUCTEA004 - THÍCH QUẢNG ĐỨC LONG KHÁNH,Iloka,4,20.200,6.000,208.000,181.800,52.000,,
2024,18/08/2024,8,2,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,3,35.250,26.000,167.000,105.750,55.667,,
2024,18/08/2024,8,2,PHUCTEA144 - VĨNH HỘI QUẬN 4,ShopeeFood,1,16.530,11.000,68.000,40.470,68.000,,
2024,18/08/2024,8,2,PHUCTEA003 - TÔN ĐỨC THẮNG CAO LÃNH,VILL,3,12.800,10.000,138.000,115.200,46.000,,
2024,18/08/2024,8,2,PHUCTEA100 - TÂN AN,VILL,6,42.400,0,424.000,381.600,70.667,,
2024,18/08/2024,8,2,PHUCTEA007 - TÔN ĐỨC THẮNG LONG THÀNH,VILL,1,3.300,0,33.000,29.700,33.000,,
2024,19/08/2024,8,3,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,GrabFood,2,31.797,35.216,194.000,126.987,97.000,,
2024,19/08/2024,8,3,PHUCTEACENTER001 - CẦN THƠ,GrabFood,2,21.798,15.216,124.000,86.986,62.000,,
2024,19/08/2024,8,3,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,8,100.500,149.997,552.000,301.503,69.000,,
2024,19/08/2024,8,3,PHUCTEA004 - THÍCH QUẢNG ĐỨC LONG KHÁNH,Goka,2,5.632,,64.000,58.368,32.000,,
2024,19/08/2024,8,3,PHUCTEA059 - MỸ PHƯỚC BẾN CÁT,GrabFood,,,108,,,,,
2024,19/08/2024,8,3,PHUCTEA143 - THỚI HÒA BẾN CÁT,GrabFood,1,10.499,7.824,60.000,41.677,60.000,,
2024,19/08/2024,8,3,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,4,100.790,0,504.000,403.210,126.000,,
2024,19/08/2024,8,3,PHUCTEA144 - VĨNH HỘI QUẬN 4,GrabFood,2,53.983,45.000,261.000,162.017,130.500,,
2024,19/08/2024,8,3,PHUCTEA107 - MỸ PHƯỚC 2 BẾN CÁT,GrabFood,9,140.286,87.500,560.458,560.458,62.273,,
2024,19/08/2024,8,3,PHUCTEA114 - MỸ PHƯỚC 3 BẾN CÁT,GrabFood,,,540,,,,,
2024,19/08/2024,8,3,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,GrabFood,1,10.899,7.608,62.000,43.493,62.000,,
2024,19/08/2024,8,3,PHUCTEA130 - THỦ ĐỨC,GrabFood,1,35.864,31.716,175.000,107.420,175.000,,
2024,19/08/2024,8,3,PHUCTEA103 - NGÃ BẢY,Hoả Tốc 247,3,8.550,,171.000,162.450,57.000,,
2024,19/08/2024,8,3,PHUCTEA028 - HỒNG NGỰ,Hoả Tốc 247,2,10.800,,216.000,205.200,108.000,,
2024,19/08/2024,8,3,PHUCTEA004 - THÍCH QUẢNG ĐỨC LONG KHÁNH,Iloka,5,20.800,12.000,220.000,187.200,44.000,,
2024,19/08/2024,8,3,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,4,45.438,107.248,289.000,136.315,72.250,,
2024,19/08/2024,8,3,PHUCTEA144 - VĨNH HỘI QUẬN 4,ShopeeFood,1,15.370,11.000,64.000,37.630,64.000,,
2024,19/08/2024,8,3,PHUCTEA130 - THỦ ĐỨC,ShopeeFood,1,6.750,5.000,32.000,20.250,32.000,,
2024,19/08/2024,8,3,PHUCTEA003 - TÔN ĐỨC THẮNG CAO LÃNH,VILL,3,16.100,12.000,173.000,144.900,57.667,,
2024,19/08/2024,8,3,PHUCTEA007 - TÔN ĐỨC THẮNG LONG THÀNH,VILL,1,2.500,0,25.000,22.500,25.000,,
2024,20/08/2024,8,3,PHUCTEACENTER001 - CẦN THƠ,ShopeeFood,4,33.880,110.000,231.000,87.120,57.750,,
2024,20/08/2024,8,3,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,3,39.760,31.000,173.000,102.240,57.667,,
2024,20/08/2024,8,3,PHUCTEA130 - THỦ ĐỨC,BeFood,1,8.000,12.000,44.000,24.000,44.000,,
2024,20/08/2024,8,3,PHUCTEA144 - VĨNH HỘI QUẬN 4,GrabFood,4,55.233,35.216,256.000,165.551,64.000,,
2024,20/08/2024,8,3,PHUCTEA114 - MỸ PHƯỚC 3 BẾN CÁT,GrabFood,5,90.390,60.000,512.000,361.610,102.400,,
2024,20/08/2024,8,3,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,5,99.389,11.000,508.000,397.611,101.600,,
2024,20/08/2024,8,3,PHUCTEA107 - MỸ PHƯỚC 2 BẾN CÁT,GrabFood,7,75.292,58.364,434.000,300.344,62.000,,
2024,20/08/2024,8,3,PHUCTEA059 - MỸ PHƯỚC BẾN CÁT,GrabFood,3,121.087,7.500,613.000,484.413,204.333,,
2024,20/08/2024,8,3,PHUCTEA143 - THỚI HÒA BẾN CÁT,GrabFood,1,34.296,22.500,194.000,137.096,194.000,,
2024,20/08/2024,8,3,PHUCTEA130 - THỦ ĐỨC,GrabFood,2,43.736,24.108,199.000,131.156,99.500,,
2024,20/08/2024,8,3,PHUCTEA103 - NGÃ BẢY,Hoả Tốc 247,2,4.350,,87.000,82.650,43.500,,
2024,20/08/2024,8,3,PHUCTEA004 - THÍCH QUẢNG ĐỨC LONG KHÁNH,Iloka,5,36.600,6.000,372.000,329.400,74.400,,
2024,20/08/2024,8,3,PHUCTEA144 - VĨNH HỘI QUẬN 4,ShopeeFood,2,46.000,0,253.000,146.970,126.500,,
2024,20/08/2024,8,3,PHUCTEA003 - TÔN ĐỨC THẮNG CAO LÃNH,VILL,2,11.300,12.000,125.000,101.700,62.500,,
2024,20/08/2024,8,3,PHUCTEA100 - TÂN AN,VILL,5,40.300,0,403.000,362.700,80.600,,
2024,21/08/2024,8,3,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,GrabFood,1,7.499,7.716,45.000,29.785,45.000,,
2024,21/08/2024,8,3,PHUCTEACENTER001 - CẦN THƠ,GrabFood,11,120.490,227.500,830.000,482.010,75.455,,
2024,21/08/2024,8,3,PHUCTEACENTER001 - CẦN THƠ,ShopeeFood,1,13.720,11.000,60.000,35.280,60.000,,
2024,21/08/2024,8,3,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,2,32.760,26.000,143.000,84.240,71.500,,
2024,21/08/2024,8,3,PHUCTEA004 - THÍCH QUẢNG ĐỨC LONG KHÁNH,Goka,3,20.768,,236.000,215.232,78.667,,
2024,21/08/2024,8,3,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,4,88.191,12.000,453.000,352.809,113.250,,
2024,21/08/2024,8,3,PHUCTEA144 - VĨNH HỘI QUẬN 4,GrabFood,1,16.245,15.250,80.000,48.539,80.000,,
2024,21/08/2024,8,3,PHUCTEA143 - THỚI HÒA BẾN CÁT,GrabFood,,,108,,,,,
2024,21/08/2024,8,3,PHUCTEA059 - MỸ PHƯỚC BẾN CÁT,GrabFood,,,108,,,,,
2024,21/08/2024,8,3,PHUCTEA107 - MỸ PHƯỚC 2 BẾN CÁT,GrabFood,8,136.187,85.540,766.000,544.273,95.750,,
2024,21/08/2024,8,3,PHUCTEA114 - MỸ PHƯỚC 3 BẾN CÁT,GrabFood,7,122.886,87.932,702.000,491.182,100.286,,
2024,21/08/2024,8,3,PHUCTEA103 - NGÃ BẢY,Hoả Tốc 247,2,6.300,,126.000,119.700,63.000,,
2024,21/08/2024,8,3,PHUCTEA028 - HỒNG NGỰ,Hoả Tốc 247,2,2.850,,57.000,54.150,28.500,,
2024,21/08/2024,8,3,PHUCTEA004 - THÍCH QUẢNG ĐỨC LONG KHÁNH,Iloka,2,9.300,6.000,99.000,83.700,49.500,,
2024,21/08/2024,8,3,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,2,42.250,26.000,195.000,126.750,97.500,,
2024,21/08/2024,8,3,PHUCTEA003 - TÔN ĐỨC THẮNG CAO LÃNH,VILL,1,8.800,12.000,100.000,79.200,100.000,,
2024,21/08/2024,8,3,PHUCTEA100 - TÂN AN,VILL,3,24.800,0,248.000,223.200,82.667,,
2024,22/08/2024,8,3,PHUCTEACENTER001 - CẦN THƠ,GrabFood,10,129.887,238.150,862.000,493.963,86.200,,
2024,22/08/2024,8,3,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,GrabFood,7,76.092,117.500,498.000,304.408,71.143,,
2024,22/08/2024,8,3,PHUCTEACENTER001 - CẦN THƠ,ShopeeFood,1,9.800,0,35.000,25.200,35.000,,
2024,22/08/2024,8,3,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,3,29.960,58.000,165.000,77.040,55.000,,
2024,22/08/2024,8,3,PHUCTEA004 - THÍCH QUẢNG ĐỨC LONG KHÁNH,Goka,3,23.320,,265.000,241.680,88.333,,
2024,22/08/2024,8,3,PHUCTEA059 - MỸ PHƯỚC BẾN CÁT,GrabFood,1,18.298,12.500,104.000,73.202,104.000,,
2024,22/08/2024,8,3,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,4,130.987,48.000,703.000,524.013,175.750,,
