NĂM,NGÀY,THÁNG,TUẦN,CỬA HÀNG,KÊNH BÁN HÀNG,SỐ LƯỢNG ĐƠN HÀNG,CHIẾT KHẤU,GIẢM GIÁ,DOANH THU,THỰC NHẬN,TRUNG BÌNH ĐƠN HÀNG,CHI PHÍ QUẢNG CÁO,THUẾ
2024,01/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,3,36.750,,147.000,110.250,49.000,,
2024,01/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,2,46.500,,186.000,139.500,93.000,,
2024,01/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,ShopeeFood,1,14.000,,56.000,42.000,56.000,,
2024,01/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,8,209.979,,1.050.000,840.021,131.250,,
2024,01/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,GrabFood,5,98.718,45.220,440.000,296.062,88.000,,
2024,01/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,GrabFood,1,20.398,,102.000,81.602,102.000,,
2024,01/01/2024,1,,PHUCTEA132 - U MINH CÀ MAU,GrabFood,2,8.559,5.310,48.000,34.131,24.000,,
2024,01/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,GrabFood,1,51.995,,260.000,208.005,260.000,,
2024,02/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,GrabFood,2,32.797,,164.000,131.203,82.000,,
2024,02/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,2,132.750,,531.000,398.250,265.500,,
2024,02/01/2024,1,,PHUCTEA127 - PHƯỜNG 9 CÀ MAU,GrabFood,1,5.399,,27.000,21.601,27.000,,
2024,02/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,3,106.190,,531.000,424.810,177.000,,
2024,02/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,ShopeeFood,2,76.250,,305.000,228.750,152.500,,
2024,03/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,2,21.250,,85.000,63.750,42.500,,
2024,03/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,GrabFood,2,54.594,,273.000,218.406,136.500,,
2024,03/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,1,35.000,,140.000,105.000,140.000,,
2024,03/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,ShopeeFood,2,61.250,,245.000,183.750,122.500,,
2024,03/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,GrabFood,3,145.203,93.330,674.000,435.467,224.667,,
2024,03/01/2024,1,,PHUCTEA144 - VĨNH HỘI QUẬN 4,GrabFood,2,30.490,27.220,149.000,91.290,74.500,,
2024,03/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,GrabFood,1,34.797,,174.000,139.203,174.000,,
2024,04/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,GrabFood,2,59.994,,300.000,240.006,150.000,,
2024,04/01/2024,1,,PHUCTEA127 - PHƯỜNG 9 CÀ MAU,GrabFood,1,13.199,,66.000,52.801,66.000,,
2024,04/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,3,54.195,,271.000,216.805,90.333,,
2024,04/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,GrabFood,1,6.999,,35.000,28.001,35.000,,
2024,04/01/2024,1,,PHUCTEA144 - VĨNH HỘI QUẬN 4,GrabFood,2,40.112,34.720,195.000,120.168,97.500,,
2024,04/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,2,82.750,,331.000,248.250,165.500,,
2024,04/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,ShopeeFood,2,32.750,,131.000,98.250,65.500,,
2024,05/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,2,48.500,,194.000,145.500,97.000,,
2024,05/01/2024,1,,PHUCTEA140 - NGUYỄN VĂN KHỐI GÒ VẤP,GrabFood,1,21.743,,87.000,65.257,87.000,,
2024,05/01/2024,1,,PHUCTEA127 - PHƯỜNG 9 CÀ MAU,GrabFood,1,5.199,,26.000,20.801,26.000,,
2024,05/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,GrabFood,1,12.496,12.110,62.000,37.394,62.000,,
2024,05/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,5,117.789,,589.000,471.211,117.800,,
2024,05/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,1,15.250,,61.000,45.750,61.000,,
2024,05/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,ShopeeFood,2,43.500,,174.000,130.500,87.000,,
2024,06/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,GrabFood,1,28.997,,145.000,116.003,145.000,,
2024,06/01/2024,1,,PHUCTEACENTER001 - CẦN THƠ,ShopeeFood,2,59.500,,238.000,178.500,119.000,,
2024,06/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,1,19.250,,77.000,57.750,77.000,,
2024,06/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,Gojek,1,16.590,,79.000,62.410,79.000,,
2024,06/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,GrabFood,2,50.609,43.720,246.000,151.671,123.000,,
2024,06/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,GrabFood,1,23.198,,116.000,92.802,116.000,,
2024,06/01/2024,1,,PHUCTEA144 - VĨNH HỘI QUẬN 4,GrabFood,1,53.233,39.110,252.000,159.657,252.000,,
2024,06/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,3,41.196,,206.000,164.804,68.667,,
2024,06/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,1,16.500,,66.000,49.500,66.000,,
2024,06/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,ShopeeFood,1,44.250,,177.000,132.750,177.000,,
2024,07/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,1,21.500,,86.000,64.500,86.000,,
2024,07/01/2024,1,,PHUCTEA140 - NGUYỄN VĂN KHỐI GÒ VẤP,Gojek,2,41.370,,197.000,155.630,98.500,,
2024,07/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,GrabFood,3,55.483,36.330,258.000,166.187,86.000,,
2024,07/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,4,135.188,,676.000,540.812,169.000,,
2024,07/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,ShopeeFood,1,25.500,,102.000,76.500,102.000,,
2024,07/01/2024,1,,PHUCTEA144 - VĨNH HỘI QUẬN 4,ShopeeFood,1,24.500,,98.000,73.500,98.000,,
2024,08/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,3,52.750,,211.000,158.250,70.333,,
2024,08/01/2024,1,,PHUCTEA140 - NGUYỄN VĂN KHỐI GÒ VẤP,Gojek,1,17.010,,81.000,63.990,81.000,,
2024,08/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,1,35.396,,177.000,141.604,177.000,,
2024,08/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,GrabFood,2,38.996,,195.000,156.004,97.500,,
2024,08/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,GrabFood,1,11.996,12.110,60.000,35.894,60.000,,
2024,08/01/2024,1,,PHUCTEA127 - PHƯỜNG 9 CÀ MAU,GrabFood,1,38.596,,193.000,154.404,193.000,,
2024,08/01/2024,1,,PHUCTEA144 - VĨNH HỘI QUẬN 4,GrabFood,1,13.246,9.110,62.000,39.644,62.000,,
2024,08/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,1,127.250,,509.000,381.750,509.000,,
2024,08/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,ShopeeFood,1,16.000,,64.000,48.000,64.000,,
2024,08/01/2024,1,,PHUCTEA144 - VĨNH HỘI QUẬN 4,ShopeeFood,1,38.500,,154.000,115.500,154.000,,
2024,09/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,GrabFood,1,6.399,,32.000,25.601,32.000,,
2024,09/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,3,34.250,,137.000,102.750,45.667,,
2024,09/01/2024,1,,PHUCTEA140 - NGUYỄN VĂN KHỐI GÒ VẤP,Gojek,1,16.380,,78.000,61.620,78.000,,
2024,09/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,5,67.193,,336.000,268.807,67.200,,
2024,09/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,1,16.000,,64.000,48.000,64.000,,
2024,09/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,ShopeeFood,2,53.500,,214.000,160.500,107.000,,
2024,09/01/2024,1,,PHUCTEA144 - VĨNH HỘI QUẬN 4,ShopeeFood,1,37.500,,150.000,112.500,150.000,,
2024,10/01/2024,1,,PHUCTEACENTER001 - CẦN THƠ,ShopeeFood,1,19.250,,77.000,57.750,77.000,,
2024,10/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,1,17.750,,71.000,53.250,71.000,,
2024,10/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,2,47.250,,189.000,141.750,94.500,,
2024,10/01/2024,1,,PHUCTEA144 - VĨNH HỘI QUẬN 4,GrabFood,2,33.864,34.720,170.000,101.416,85.000,,
2024,10/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,GrabFood,4,83.224,69.440,402.000,249.336,100.500,,
2024,10/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,3,89.591,,448.000,358.409,149.333,,
2024,10/01/2024,1,,PHUCTEA140 - NGUYỄN VĂN KHỐI GÒ VẤP,GrabFood,2,28.741,,115.000,86.259,57.500,,
2024,11/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,1,14.500,,58.000,43.500,58.000,,
2024,11/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,GrabFood,1,7.498,12.110,42.000,22.392,42.000,,
2024,11/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,6,206.979,,1.035.000,828.021,172.500,,
2024,11/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,4,151.750,,607.000,455.250,151.750,,
2024,11/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,ShopeeFood,1,24.750,,99.000,74.250,99.000,,
2024,11/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,ShopeeFood,2,42.000,,168.000,126.000,84.000,,
2024,12/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,1,33.000,,132.000,99.000,132.000,,
2024,12/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,GrabFood,2,58.481,51.220,285.000,175.299,142.500,,
2024,12/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,ShopeeFood,2,45.250,,181.000,135.750,90.500,,
2024,12/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,ShopeeFood,2,34.000,,136.000,102.000,68.000,,
2024,12/01/2024,1,,PHUCTEA144 - VĨNH HỘI QUẬN 4,ShopeeFood,1,29.250,,117.000,87.750,117.000,,
2024,12/01/2024,1,,PHUCTEA140 - NGUYỄN VĂN KHỐI GÒ VẤP,GrabFood,1,17.494,,70.000,52.506,70.000,,
2024,12/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,4,88.591,,443.000,354.409,110.750,,
2024,12/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,GrabFood,1,19.798,,99.000,79.202,99.000,,
2024,13/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,1,19.250,,77.000,57.750,77.000,,
2024,13/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,GrabFood,1,10.497,12.110,54.000,31.393,54.000,,
2024,13/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,ShopeeFood,1,110.750,,443.000,332.250,443.000,,
2024,13/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,8,169.783,,849.000,679.217,106.125,,
2024,13/01/2024,1,,PHUCTEA140 - NGUYỄN VĂN KHỐI GÒ VẤP,GrabFood,2,40.487,,162.000,121.513,81.000,,
2024,13/01/2024,1,,PHUCTEA144 - VĨNH HỘI QUẬN 4,GrabFood,1,42.236,39.110,208.000,126.654,208.000,,
2024,13/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,1,17.750,,71.000,53.250,71.000,,
2024,13/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,ShopeeFood,3,43.750,,175.000,131.250,58.333,,
2024,14/01/2024,1,,PHUCTEACENTER001 - CẦN THƠ,ShopeeFood,1,19.500,,78.000,58.500,78.000,,
2024,14/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,1,11.750,,47.000,35.250,47.000,,
2024,14/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,GrabFood,1,26.617,22.610,129.000,79.773,129.000,,
2024,14/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,2,39.500,,158.000,118.500,79.000,,
2024,14/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,ShopeeFood,3,73.500,,294.000,220.500,98.000,,
2024,14/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,7,164.983,,825.000,660.017,117.857,,
2024,14/01/2024,1,,PHUCTEA144 - VĨNH HỘI QUẬN 4,GrabFood,1,24.617,22.610,121.000,73.773,121.000,,
2024,15/01/2024,1,,PHUCTEACENTER001 - CẦN THƠ,ShopeeFood,1,24.250,,97.000,72.750,97.000,,
2024,15/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,2,127.000,,508.000,381.000,254.000,,
2024,15/01/2024,1,,PHUCTEA140 - NGUYỄN VĂN KHỐI GÒ VẤP,Gojek,1,11.760,,56.000,44.240,56.000,,
2024,15/01/2024,1,,PHUCTEA127 - PHƯỜNG 9 CÀ MAU,GrabFood,1,16.798,,84.000,67.202,84.000,,
2024,15/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,2,56.794,,284.000,227.206,142.000,,
2024,15/01/2024,1,,PHUCTEA144 - VĨNH HỘI QUẬN 4,GrabFood,2,37.863,34.720,186.000,113.417,93.000,,
2024,15/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,2,42.750,,171.000,128.250,85.500,,
2024,16/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,GrabFood,1,13.599,,68.000,54.401,68.000,,
2024,16/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,1,13.250,,53.000,39.750,53.000,,
2024,16/01/2024,1,,PHUCTEA140 - NGUYỄN VĂN KHỐI GÒ VẤP,Gojek,1,18.690,,89.000,70.310,89.000,,
2024,16/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,5,93.190,,466.000,372.810,93.200,,
2024,16/01/2024,1,,PHUCTEA144 - VĨNH HỘI QUẬN 4,GrabFood,1,60.481,39.110,281.000,181.409,281.000,,
2024,16/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,ShopeeFood,2,44.500,,178.000,133.500,89.000,,
2024,17/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,1,17.500,,70.000,52.500,70.000,,
2024,17/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,GrabFood,2,20.998,,105.000,84.002,52.500,,
2024,17/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,1,8.750,,35.000,26.250,35.000,,
2024,17/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,ShopeeFood,1,22.500,,90.000,67.500,90.000,,
2024,17/01/2024,1,,PHUCTEA144 - VĨNH HỘI QUẬN 4,ShopeeFood,1,25.500,,102.000,76.500,102.000,,
2024,17/01/2024,1,,PHUCTEA140 - NGUYỄN VĂN KHỐI GÒ VẤP,Gojek,1,14.490,,69.000,54.510,69.000,,
2024,17/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,GrabFood,1,14.495,12.110,70.000,43.395,70.000,,
2024,17/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,3,178.782,,894.000,715.218,298.000,,
2024,17/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,GrabFood,1,26.797,,134.000,107.203,134.000,,
2024,18/01/2024,1,,PHUCTEACENTER001 - CẦN THƠ,ShopeeFood,3,28.000,,112.000,84.000,37.333,,
2024,18/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,3,99.500,,398.000,298.500,132.667,,
2024,18/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,3,49.000,,196.000,147.000,65.333,,
2024,19/01/2024,1,,PHUCTEACENTER001 - CẦN THƠ,ShopeeFood,1,24.250,,97.000,72.750,97.000,,
2024,19/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,1,14.000,,56.000,42.000,56.000,,
2024,19/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,GrabFood,1,37.488,,150.000,112.512,150.000,,
2024,19/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,ShopeeFood,1,83.500,,334.000,250.500,334.000,,
2024,19/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,1,128.987,,645.000,516.013,645.000,,
2024,19/01/2024,1,,PHUCTEA144 - VĨNH HỘI QUẬN 4,GrabFood,3,92.720,84.330,455.000,277.950,151.667,,
2024,19/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,2,43.500,,174.000,130.500,87.000,,
2024,19/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,ShopeeFood,2,39.750,,159.000,119.250,79.500,,
2024,20/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,3,55.500,,222.000,166.500,74.000,,
2024,20/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,ShopeeFood,1,16.500,,66.000,49.500,66.000,,
2024,20/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,GrabFood,2,34.864,34.720,174.000,104.416,87.000,,
2024,20/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,2,31.750,,127.000,95.250,63.500,,
2024,20/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,1,24.798,,124.000,99.202,124.000,,
2024,21/01/2024,1,,PHUCTEACENTER001 - CẦN THƠ,ShopeeFood,1,18.000,,72.000,54.000,72.000,,
2024,21/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,1,30.500,,122.000,91.500,122.000,,
2024,21/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,ShopeeFood,1,16.500,,66.000,49.500,66.000,,
2024,21/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,GrabFood,1,22.118,22.610,111.000,66.272,111.000,,
2024,21/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,1,26.250,,105.000,78.750,105.000,,
2024,21/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,ShopeeFood,2,55.000,,220.000,165.000,110.000,,
2024,21/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,4,107.989,,540.000,432.011,135.000,,
2024,21/01/2024,1,,PHUCTEA127 - PHƯỜNG 9 CÀ MAU,GrabFood,2,29.197,,146.000,116.803,73.000,,
2024,21/01/2024,1,,PHUCTEA140 - NGUYỄN VĂN KHỐI GÒ VẤP,GrabFood,1,20.244,,81.000,60.756,81.000,,
2024,22/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,1,15.000,,60.000,45.000,60.000,,
2024,22/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,GrabFood,1,48.195,,241.000,192.805,241.000,,
2024,22/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,GrabFood,1,29.616,22.610,141.000,88.774,141.000,,
2024,22/01/2024,1,,PHUCTEA144 - VĨNH HỘI QUẬN 4,GrabFood,1,33.865,31.610,167.000,101.525,167.000,,
2024,22/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,2,45.750,,183.000,137.250,91.500,,
2024,22/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,ShopeeFood,1,19.000,,76.000,57.000,76.000,,
2024,23/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,1,17.750,,71.000,53.250,71.000,,
2024,23/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,2,35.750,,143.000,107.250,71.500,,
2024,23/01/2024,1,,PHUCTEA144 - VĨNH HỘI QUẬN 4,ShopeeFood,1,22.750,,91.000,68.250,91.000,,
2024,23/01/2024,1,,PHUCTEA140 - NGUYỄN VĂN KHỐI GÒ VẤP,GrabFood,1,16.495,,66.000,49.505,66.000,,
2024,23/01/2024,1,,PHUCTEA144 - VĨNH HỘI QUẬN 4,GrabFood,2,28.367,45.720,159.000,84.913,79.500,,
2024,23/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,GrabFood,1,15.995,12.110,76.000,47.895,76.000,,
2024,23/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,4,76.993,,385.000,308.007,96.250,,
2024,24/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,4,52.250,,209.000,156.750,52.250,,
2024,24/01/2024,1,,PHUCTEA127 - PHƯỜNG 9 CÀ MAU,GrabFood,2,12.398,,62.000,49.602,31.000,,
2024,24/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,2,31.997,,160.000,128.003,80.000,,
2024,24/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,2,42.000,,168.000,126.000,84.000,,
2024,24/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,ShopeeFood,1,107.000,,428.000,321.000,428.000,,
2024,25/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,2,39.000,,156.000,117.000,78.000,,
2024,25/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,ShopeeFood,2,55.250,,221.000,165.750,110.500,,
2024,25/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,5,95.590,,478.000,382.410,95.600,,
2024,25/01/2024,1,,PHUCTEA140 - NGUYỄN VĂN KHỐI GÒ VẤP,GrabFood,1,17.994,,72.000,54.006,72.000,,
2024,25/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,GrabFood,2,42.112,34.720,203.000,126.168,101.500,,
2024,26/01/2024,1,,PHUCTEACENTER001 - CẦN THƠ,ShopeeFood,1,25.500,,102.000,76.500,102.000,,
2024,26/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,1,16.500,,66.000,49.500,66.000,,
2024,26/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,3,74.593,,373.000,298.407,124.333,,
2024,26/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,GrabFood,1,11.759,5.310,64.000,46.931,64.000,,
2024,26/01/2024,1,,PHUCTEA144 - VĨNH HỘI QUẬN 4,GrabFood,2,151.201,82.220,687.000,453.579,343.500,,
2024,26/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,2,26.000,,104.000,78.000,52.000,,
2024,26/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,ShopeeFood,4,75.250,,301.000,225.750,75.250,,
2024,27/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,1,17.500,,70.000,52.500,70.000,,
2024,27/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,GrabFood,1,11.559,5.310,63.000,46.131,63.000,,
2024,27/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,2,40.750,,163.000,122.250,81.500,,
2024,27/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,ShopeeFood,3,54.250,,217.000,162.750,72.333,,
2024,27/01/2024,1,,PHUCTEA144 - VĨNH HỘI QUẬN 4,ShopeeFood,1,22.500,,90.000,67.500,90.000,,
2024,27/01/2024,1,,PHUCTEA140 - NGUYỄN VĂN KHỐI GÒ VẤP,GrabFood,1,18.244,,73.000,54.756,73.000,,
2024,27/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,GrabFood,1,33.596,18.110,186.000,134.294,186.000,,
2024,27/01/2024,1,,PHUCTEA144 - VĨNH HỘI QUẬN 4,GrabFood,4,131.958,119.239,610.000,358.803,152.500,,
2024,27/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,8,189.580,,948.000,758.420,118.500,,
2024,28/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,ShopeeFood,1,13.000,,52.000,39.000,52.000,,
2024,28/01/2024,1,,PHUCTEA138 - TRẦN HOÀNG NA CẦN THƠ,GrabFood,2,82.232,31.020,442.000,328.748,221.000,,
2024,28/01/2024,1,,PHUCTEA001 - XÔ VIẾT NGHỆ TĨNH CẦN THƠ,ShopeeFood,1,20.250,,81.000,60.750,81.000,,
2024,28/01/2024,1,,PHUCTEA129 - CMT8 CẦN THƠ,GrabFood,2,24.358,10.420,132.000,97.222,66.000,,
2024,28/01/2024,1,,PHUCTEA034 - NGUYỄN AN NINH DĨ AN,GrabFood,2,49.395,,247.000,197.605,123.500,,
2024,28/01/2024,1,,PHUCTEA130 - THỦ ĐỨC,GrabFood,3,55.608,46.830,269.000,166.562,89.667,,
2024,28/01/2024,1,,PHUCTEA144 - VĨNH HỘI QUẬN 4,GrabFood,6,96.720,59.440,446.000,289.840,74.333,,
